PROVNO,KABKOTNO,PROVINSI,KABKOT,NPM,LONG,LAT
21,01,KEPULAUAN RIAU,KARIMUN,1144125,103.430521,0.754482
21,02,KEPULAUAN RIAU,BINTAN,1144125,104.551459,1.054595
21,03,KEPULAUAN RIAU,NATUNA,1144125,108.199516,4.010515
21,04,KEPULAUAN RIAU,LINGGA,1144125,104.594657,-0.171624
21,05,KEPULAUAN RIAU,KEPULAUAN ANAMBAS,1144125,105.764968,2.931692
21,71,KEPULAUAN RIAU,BATAM,1144125,104.033852,1.028018
21,72,KEPULAUAN RIAU,TANJUNG PINANG,1144125,104.501433,0.919118
