PROVNO,KABKOTNO,PROVINSI,KABKOT,NPM,LONG,LAT
34,01,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,1144064,110.170217,-7.771697
34,02,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,1144064,110.349696,-7.897486
34,03,DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,1144064,110.611403,-7.987651
34,04,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,1144064,110.381977,-7.693778
34,71,DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA,1144064,110.374157,-7.802229
