PROVNO,KABKOTNO,PROVINSI,KABKOT,NPM,LONG,LAT
31,01,DKI JAKARTA,KEPULAUAN SERIBU,1144118,106.491088,-5.424048
31,71,DKI JAKARTA,JAKARTA SELATAN,1144118,106.808599,-6.275570
